"dt_referencia","dt_atualizacao","confirmados","obitos","tx_obitos","recuperados","tx_recuperados","isolamento","tx_isolamento","enfermaria","tx_enfermaria","uti","tx_uti","testes_novos","testes_acumulados","tx_testes","leitos_uti","tx_oc_uti","leitos_enf","tc_oc_enf"
"2021-12-17","","643403","20365","0.032","581804","0.904","361","0.006","462","0.007","192","0","5782","2802134","291889","696","0.55","581","0.46"
"2021-12-18","","643412","20369","0.032","581804","0.904","361","0.006","467","0.008","192","0","1520","2803654","292047","696","0.55","581","0.46"
"2021-12-19","","643420","20373","0.032","581804","0.904","361","0.006","469","0.008","194","0","1376","2805030","292191","696","0.56","581","0.5"
"2021-12-20","","643431","20379","0.032","581820","0.904","354","0.006","469","0.008","190","0","2959","2807989","292499","696","0.58","581","0.5"
"2021-12-21","","643441","20387","0.032","581828","0.904","356","0.006","465","0.007","186","0","5235","2813224","293044","707","0.63","591","0.52"
"2021-12-22","","643448","20393","0.032","581836","0.904","355","0.006","463","0.007","182","0","5951","2819175","293664","707","0.62","616","0.52"
"2021-12-23","","643458","20400","0.032","581847","0.904","352","0.006","463","0.007","177","0","5167","2824342","294202","707","0.65","616","0.54"
"2021-12-24","","644071","20406","0.032","582083","0.904","352","0.006","465","0.007","180","0","1465","2825807","294355","707","0.65","616","0.54"
"2021-12-25","","644093","20409","0.032","582087","0.904","352","0.006","467","0.007","180","0","2149","2827956","294579","725","0.65","671","0.54"
"2021-12-26","","644189","20414","0.032","582156","0.904","352","0.006","468","0.007","180","0","1503","2829459","294735","725","0.7","671","0.56"
"2021-12-27","","644517","20421","0.032","582313","0.903","349","0.006","464","0.007","182","0","6515","2835974","295414","731","0.71","740","0.54"
"2021-12-28","","644852","20431","0.032","582837","0.904","352","0.006","464","0.007","173","0","5300","2841274","295966","741","0.72","744","0.63"
"2021-12-29","","645225","20440","0.032","583012","0.904","342","0.005","464","0.007","170","0","4937","2846211","296480","751","0.76","755","0.65"
"2021-12-30","","645681","20447","0.032","583828","0.904","338","0.005","465","0.007","173","0","5313","2851524","297034","760","0.77","755","0.65"
"2021-12-31","","645887","20454","0.032","584224","0.904","338","0.005","467","0.008","174","0","3681","2855205","297417","760","0.77","755","0.65"
"2022-01-01","","645946","20460","0.032","584258","0.904","338","0.005","469","0.008","174","0","1161","2856366","297538","780","0.77","755","0.67"
"2022-01-02","","646004","20465","0.032","584264","0.904","338","0.005","470","0.008","175","0","2400","2858766","297788","780","0.77","755","0.67"
"2022-01-03","","646276","20473","0.032","584404","0.904","340","0.005","469","0.008","173","0","6378","2865144","298452","845","0.79","801","0.73"
"2022-01-04","","646788","20481","0.032","584902","0.904","336","0.005","469","0.008","171","0","6618","2871762","299142","847","0.8","801","0.74"
"2022-01-05","","647427","20489","0.032","585240","0.904","334","0.005","474","0.008","166","0","5994","2877756","299766","857","0.83","844","0.75"
"2022-01-06","","648110","20496","0.032","585809","0.904","337","0.005","473","0.008","163","0","7391","2885147","300536","868","0.82","864","0.78"
"2022-01-07","","648856","20501","0.032","586006","0.903","339","0.005","469","0.007","166","0","7870","2893017","301356","892","0.82","864","0.78"
"2022-01-08","","649262","20507","0.032","586446","0.903","339","0.005","470","0.007","167","0","3615","2896632","301732","892","0.82","864","0.78"
"2022-01-09","","649459","20511","0.032","586461","0.903","339","0.005","477","0.008","171","0","2695","2899327","302013","887","0.85","864","0.8"
"2022-01-10","","650270","20519","0.032","587000","0.903","327","0.005","479","0.008","172","0","8890","2908217","302939","910","0.84","884","0.77"
"2022-01-11","","651223","20527","0.032","587436","0.902","327","0.005","491","0.008","175","0","7471","2915688","303718","912","0.85","867","0.77"
"2022-01-12","","652670","20531","0.032","587873","0.901","334","0.005","480","0.007","179","0","11276","2926964","304892","923","0.85","885","0.76"
"2022-01-13","","654170","20536","0.031","588576","0.9","330","0.005","474","0.007","176","0","9604","2936568","305892","954","0.85","878","0.77"
"2022-01-14","","654766","20544","0.031","588680","0.899","325","0.005","470","0.007","176","0","12171","2948739","307160","952","0.86","894","0.74"
"2022-01-15","","655069","20548","0.031","588726","0.899","325","0.005","475","0.007","180","0","3216","2951955","307495","952","0.86","894","0.75"
"2022-01-16","","655476","20554","0.031","588784","0.898","325","0.005","474","0.007","183","0","2637","2954592","307770","952","0.87","930","0.72"
"2022-01-17","","657143","20558","0.031","589215","0.897","324","0.005","475","0.007","186","0","11802","2966394","308999","952","0.86","920","0.71"
"2022-01-18","","659358","20566","0.031","590640","0.896","329","0.005","474","0.007","186","0","11005","2977399","310146","970","0.84","920","0.7"
"2022-01-19","","661588","20570","0.031","591063","0.893","326","0.005","490","0.007","192","0","9759","2987158","311162","992","0.81","918","0.71"
"2022-01-20","","663854","20574","0.031","591442","0.891","327","0.004","496","0.007","195","0","13233","3000391","312541","991","0.81","937","0.72"
"2022-01-21","","667212","20581","0.031","592031","0.887","327","0.004","510","0.007","215","0","13174","3013565","313913","991","0.81","937","0.72"
"2022-01-22","","668570","20586","0.031","592176","0.886","327","0.004","519","0.007","226","0","7915","3021480","314738","1002","0.79","949","0.74"
"2022-01-23","","669804","20590","0.031","592328","0.884","327","0.004","525","0.007","231","0","6396","3027876","315404","1002","0.8","933","0.76"
"2022-01-24","","672585","20599","0.031","592797","0.881","324","0.004","536","0.007","241","0","23140","3051016","317814","1005","0.81","935","0.76"
"2022-01-25","","677307","20607","0.03","593463","0.876","328","0.004","556","0.007","259","0","24187","3052063","317923","1008","0.82","938","0.76"
"2022-01-26","","682805","20615","0.03","594744","0.871","329","0.004","565","0.006","275","0","25952","3078015","320627","1012","0.81","937","0.77"
"2022-01-27","","688513","20621","0.03","596147","0.866","329","0.004","578","0.006","294","0","30377","3108392","323791","1012","0.82","937","0.79"
"2022-01-28","","695094","20627","0.03","597278","0.859","330","0.003","591","0.006","314","0","14794","3123186","325332","1012","0.84","968","0.78"
"2022-01-29","","697295","20635","0.03","597746","0.857","331","0.003","628","0.006","337","0","6727","3129913","326033","1012","0.85","968","0.78"
"2022-01-30","","698267","20643","0.03","597803","0.856","331","0.003","638","0.006","351","0","7616","3137529","326826","1006","0.88","981","0.76"
"2022-01-31","","704277","20659","0.029","599565","0.851","338","0.003","691","0.007","398","0.001","26614","3164143","329598","1006","0.88","996","0.77"
"2022-02-01","","712083","20682","0.029","603738","0.848","338","0.003","726","0.007","440","0.001","19670","3183813","331647","1006","0.88","1016","0.77"
"2022-02-02","","716733","20701","0.029","604304","0.843","338","0.003","746","0.007","462","0.001","23520","3207333","334097","1035","0.9","1011","0.71"
"2022-02-03","","722858","20712","0.029","605578","0.838","342","0.003","767","0.006","478","0.001","25857","3233190","336791","1035","0.89","1011","0.77"
"2022-02-04","","728518","20722","0.028","608589","0.835","346","0.003","784","0.006","518","0.001","22522","3255712","339137","1045","0.86","1021","0.79"
"2022-02-05","","729542","20729","0.028","608746","0.834","346","0.003","803","0.007","528","0.001","7872","3263584","339957","1045","0.87","1026","0.79"
"2022-02-06","","731104","20736","0.028","609122","0.833","347","0.003","847","0.007","556","0.001","6888","3270472","340674","1045","0.88","1021","0.77"
"2022-02-07","","736919","20754","0.028","611560","0.83","346","0.003","850","0.007","560","0.001","15786","3286258","342319","1045","0.87","1021","0.77"
"2022-02-08","","742409","20771","0.028","613943","0.827","350","0.003","878","0.007","596","0.001","25945","3312203","345021","1043","0.88","1021","0.75"
"2022-02-09","","748039","20789","0.028","616683","0.824","349","0.003","898","0.007","629","0.001","22834","3335037","347400","1043","0.86","1037","0.73"
"2022-02-10","","754321","20808","0.028","620552","0.823","351","0.003","910","0.007","656","0.001","23689","3358726","349867","1053","0.82","1037","0.71"
"2022-02-11","","759548","20820","0.027","624105","0.822","352","0.003","927","0.007","673","0.001","19895","3378621","351940","1056","0.8","1037","0.68"
"2022-02-12","","761452","20828","0.027","625064","0.821","352","0.003","950","0.007","698","0.001","6710","3385331","352639","1056","0.81","1037","0.66"
"2022-02-13","","762893","20835","0.027","625703","0.82","352","0.003","959","0.007","719","0.001","4808","3390139","353139","1056","0.81","1037","0.67"
"2022-02-14","","768301","20854","0.027","628885","0.819","365","0.003","961","0.007","727","0.001","18924","3409063","355111","1056","0.78","1037","0.66"
"2022-02-15","","768377","20875","0.027","628912","0.819","346","0.002","979","0.007","756","0.001","15805","3424868","356757","1066","0.76","1049","0.64"
"2022-02-16","","781202","20890","0.027","635896","0.814","355","0.002","977","0.007","772","0.001","12956","3437824","358107","1066","0.76","1049","0.63"
"2022-02-17","","787902","20905","0.026","639805","0.812","343","0.002","973","0.007","760","0.001","18799","3456623","360065","1066","0.72","1049","0.58"
"2022-02-18","","794096","20935","0.026","643148","0.81","345","0.002","966","0.006","772","0.001","18059","3474682","361946","1073","0.69","1063","0.56"
"2022-02-19","","795626","20953","0.026","643869","0.809","346","0.002","960","0.006","776","0.001","8761","3483443","362859","1073","0.68","1063","0.55"
"2022-02-20","","796669","20969","0.026","644302","0.809","346","0.002","959","0.006","779","0.001","3585","3487028","363232","1073","0.68","1103","0.56"
"2022-02-21","","801203","20992","0.026","648454","0.809","350","0.002","962","0.006","768","0.001","17772","3504800","365083","1073","0.67","1103","0.52"
"2022-02-22","","808836","21007","0.026","655863","0.811","340","0.002","930","0.006","757","0.001","19346","3524146","367099","1074","0.67","1103","0.51"
"2022-02-23","","815662","21031","0.026","660219","0.809","340","0.002","936","0.006","768","0.001","18626","3542772","369039","1074","0.64","1103","0.5"
"2022-02-24","","821592","21048","0.026","663460","0.807","342","0.002","940","0.006","771","0.001","11717","3554489","370259","1074","0.62","1103","0.47"
"2022-02-25","","828330","21058","0.025","668323","0.807","341","0.002","940","0.006","780","0.001","10431","3564920","371346","1074","0.6","1103","0.44"
"2022-02-26","","829848","21069","0.025","669106","0.806","341","0.002","941","0.006","786","0.001","4689","3569609","371834","1074","0.59","1103","0.45"
"2022-02-27","","830696","21076","0.025","669433","0.806","341","0.002","946","0.006","792","0.001","2259","3571868","372070","1074","0.59","1103","0.44"
"2022-02-28","","833233","21087","0.025","670852","0.805","351","0.002","934","0.006","795","0.001","5040","3576908","372595","1074","0.58","1103","0.42"
"2022-03-01","","836916","21099","0.025","679189","0.811","335","0.002","936","0.006","792","0.001","8530","3585438","373483","1074","0.56","1103","0.39"
"2022-03-02","","840141","21111","0.025","681750","0.811","335","0.002","917","0.006","782","0.001","8783","3594221","374398","1074","0.56","1103","0.38"
"2022-03-03","","844454","21128","0.025","684430","0.81","336","0.002","903","0.006","782","0.001","8764","3602985","375311","1074","0.56","1103","0.37"
"2022-03-04","","848140","21144","0.025","689585","0.813","335","0.002","897","0.006","776","0.001","9741","3612726","376326","1074","0.55","1103","0.35"
"2022-03-05","","848875","21151","0.025","690149","0.813","335","0.002","902","0.006","780","0.001","4499","3617225","376794","1074","0.54","1103","0.35"
"2022-03-06","","849275","21160","0.025","690506","0.813","335","0.002","905","0.006","787","0.001","1540","3618765","376955","1071","0.52","1103","0.35"
"2022-03-07","","852103","21166","0.025","692926","0.813","326","0.002","887","0.006","788","0.001","6236","3625001","377604","1045","0.51","1103","0.35"
"2022-03-08","","855083","21177","0.025","696701","0.815","329","0.002","877","0.005","774","0.001","9290","3634291","378572","1042","0.5","1103","0.34"
"2022-03-09","","858568","21184","0.025","699477","0.815","327","0.002","871","0.005","766","0.001","9321","3643612","379543","1041","0.5","1103","0.31"
"2022-03-10","","861859","21195","0.025","701480","0.814","321","0.002","864","0.005","765","0.001","10285","3653897","380614","1041","0.48","1103","0.31"
"2022-03-11","","864814","21208","0.024","707224","0.818","321","0.002","860","0.005","759","0.001","10384","3664281","381696","1036","0.47","1103","0.32"
"2022-03-12","","865912","21211","0.024","711350","0.822","321","0.002","860","0.006","759","0.001","2207","3666488","381926","1036","0.47","1103","0.31"
"2022-03-13","","866363","21215","0.024","712126","0.822","324","0.002","877","0.006","758","0.001","2235","3668723","382159","1036","0.47","1103","0.31"
"2022-03-14","","868742","21226","0.024","713762","0.822","324","0.002","842","0.005","733","0.001","6768","3675491","382864","1036","0.46","1103","0.33"
"2022-03-15","","871578","21242","0.024","715816","0.821","324","0.002","870","0.006","725","0.001","8012","3683503","383698","1036","0.46","1103","0.33"
"2022-03-16","","874704","21253","0.024","717698","0.821","320","0.002","892","0.006","722","0.001","10163","3693666","384757","1036","0.46","1103","0.33"
"2022-03-17","","877324","21262","0.024","719340","0.82","322","0.002","880","0.006","719","0.001","8206","3701872","385612","1036","0.46","1103","0.33"
"2022-03-18","","879622","21273","0.024","721117","0.82","322","0.002","854","0.005","706","0.001","787","3702659","385694","1011","0.43","1051","0.33"
"2022-03-19","","880404","21285","0.024","725405","0.824","322","0.002","859","0.005","711","0.001","4956","3707615","386210","1004","0.43","1051","0.34"
"2022-03-20","","880707","21295","0.024","731334","0.83","322","0.002","869","0.006","711","0.001","1964","3716779","387164","997","0.43","1051","0.32"
"2022-03-21","","882753","21305","0.024","734426","0.832","323","0.002","869","0.006","707","0.001","6694","3723473","387862","997","0.43","1051","0.33"
"2022-03-22","","884902","21318","0.024","736218","0.832","323","0.002","863","0.006","699","0.001","6681","3730154","388558","997","0.43","1051","0.33"
"2022-03-23","","887237","21333","0.024","738089","0.832","323","0.002","863","0.006","698","0.001","7270","3737424","389315","992","0.43","1031","0.32"
"2022-03-24","","889000","21345","0.024","740481","0.833","319","0.002","864","0.006","691","0.001","7445","3744872","390091","992","0.43","1031","0.35"
"2022-03-25","","891284","21355","0.024","745267","0.836","320","0.002","851","0.006","688","0.001","6906","3751778","390810","992","0.43","1031","0.34"
"2022-03-26","","892115","21366","0.024","746578","0.837","320","0.002","865","0.006","685","0.001","2751","3754529","391097","992","0.44","1031","0.34"
"2022-03-27","","892468","21376","0.024","746831","0.837","320","0.002","877","0.006","679","0.001","2037","3756566","391309","992","0.44","1031","0.33"
"2022-03-28","","894462","21386","0.024","747859","0.836","320","0.002","875","0.006","678","0.001","5293","3761859","391860","992","0.43","1031","0.3"
"2022-03-29","","896215","21400","0.024","749274","0.836","319","0.002","864","0.006","668","0.001","5997","3767856","392485","992","0.43","1031","0.31"
"2022-03-30","","897626","21411","0.024","752673","0.839","319","0.002","865","0.006","662","0.001","6071","3773927","393117","982","0.43","1031","0.31"
"2022-03-31","","898815","21419","0.024","753976","0.839","317","0.002","864","0.006","660","0.001","4452","3778379","393581","842","0.5","1030","0.31"
"2022-04-01","","900432","21430","0.024","755546","0.839","308","0.002","852","0.006","656","0.001","5869","3784248","394192","830","0.5","1015","0.32"
"2022-04-02","","900758","21436","0.024","755987","0.839","308","0.002","854","0.006","655","0.001","2465","3786713","394449","830","0.5","1015","0.32"
"2022-04-03","","900990","21444","0.024","757636","0.841","308","0.002","858","0.006","653","0.001","1982","3788695","394656","830","0.52","1015","0.32"
"2022-04-04","","902214","21450","0.024","758593","0.841","302","0.002","856","0.006","637","0.001","4995","3793690","395176","837","0.51","978","0.31"
"2022-04-05","","903941","21454","0.024","759707","0.84","302","0.002","852","0.006","640","0.001","6304","3799994","395833","839","0.53","973","0.33"
"2022-04-06","","905319","21461","0.024","760725","0.84","303","0.002","853","0.006","638","0.001","5032","3805026","396357","803","0.54","925","0.36"
"2022-04-07","","906804","21471","0.024","761764","0.84","297","0.002","847","0.006","631","0.001","4398","3809424","396815","803","0.52","924","0.34"
"2022-04-08","","907881","21479","0.024","762628","0.84","297","0.002","849","0.006","630","0.001","4879","3814303","397323","789","0.54","898","0.35"
"2022-04-09","","908086","21487","0.024","763320","0.841","297","0.002","849","0.006","628","0.001","1734","3816037","397504","789","0.54","898","0.35"
"2022-04-10","","908538","21491","0.024","764032","0.841","297","0.002","850","0.006","627","0.001","1438","3817475","397654","789","0.54","889","0.36"
"2022-04-11","","909660","21500","0.024","764911","0.841","296","0.002","846","0.006","626","0.001","4152","3821627","398086","789","0.54","889","0.35"
"2022-04-12","","911329","21506","0.024","766013","0.841","296","0.002","845","0.006","626","0.001","5526","3827153","398662","789","0.54","889","0.35"
"2022-04-13","","912512","21515","0.024","767068","0.841","278","0.002","843","0.006","625","0.001","3813","3830966","399059","816","0.54","955","0.33"
"2022-04-14","","913502","21525","0.024","768046","0.841","278","0.002","843","0.006","624","0.001","2889","3833855","399360","815","0.5","955","0.33"
"2022-04-15","","913786","21531","0.024","768087","0.841","278","0.002","842","0.006","623","0.001","883","3834738","399452","815","0.5","955","0.33"
"2022-04-16","","913960","21536","0.024","770999","0.844","278","0.002","844","0.006","621","0.001","1396","3836134","399597","815","0.49","955","0.33"
"2022-04-17","","914166","21542","0.024","771047","0.843","278","0.002","843","0.006","623","0.001","1181","3837315","399720","815","0.5","955","0.33"
"2022-04-18","","915203","21552","0.024","772215","0.844","235","0.002","739","0.005","615","0.001","4811","3842126","400221","815","0.51","934","0.34"
"2022-04-19","","916632","21556","0.024","773506","0.844","104","0.001","739","0.005","615","0.001","4365","3846491","400676","845","0.5","934","0.36"
"2022-04-20","","917775","21562","0.024","775316","0.845","45","0","739","0.005","615","0.001","4122","3850613","401106","800","0.52","907","0.37"
"2022-04-21","","918045","21566","0.024","776764","0.846","45","0","739","0.005","615","0.001","1849","3852462","401298","782","0.52","877","0.37"
"2022-04-22","","918644","21570","0.024","777900","0.847","45","0","739","0.005","615","0.001","3240","3855702","401636","782","0.53","874","0.36"
"2022-04-23","","918886","21572","0.024","779030","0.848","45","0","739","0.005","615","0.001","1123","3856825","401753","777","0.54","829","0.37"
"2022-04-24","","919107","21575","0.024","779218","0.848","45","0","739","0.005","615","0.001","1028","3857853","401860","861","0.51","861","0.34"
"2022-04-25","","920255","21579","0.023","780523","0.848","45","0","739","0.005","615","0.001","4151","3862004","402292","838","0.5","859","0.35"
"2022-04-26","","921063","21586","0.023","781554","0.849","45","0","739","0.005","615","0.001","3805","3865809","402688","797","0.54","859","0.33"
"2022-04-27","","921988","21591","0.023","782931","0.849","45","0","739","0.005","615","0.001","4578","3870387","403165","794","0.55","859","0.33"
"2022-04-28","","922688","21595","0.023","784436","0.85","45","0","739","0.005","615","0.001","3351","3873738","403514","792","0.53","859","0.33"
"2022-04-29","","923472","21600","0.023","785234","0.85","45","0","739","0.005","615","0.001","3495","3877233","403878","792","0.53","859","0.33"
"2022-04-30","","923710","21604","0.023","785535","0.85","45","0","739","0.005","615","0.001","841","3878074","403966","692","0.61","856","0.33"
"2022-05-01","","923820","21611","0.023","786818","0.852","45","0","739","0.005","615","0.001","1078","3879152","404078","686","0.63","856","0.31"
"2022-05-02","","924595","21619","0.023","787588","0.852","45","0","739","0.005","615","0.001","4040","3883192","404499","661","0.65","856","0.34"
"2022-05-03","","925284","21623","0.023","788704","0.852","45","0","739","0.005","615","0.001","3475","3886667","404861","675","0.65","856","0.35"
"2022-05-04","","925885","21629","0.023","789613","0.853","45","0","739","0.005","615","0.001","3704","3890371","405247","668","0.63","856","0.35"
"2022-05-05","","926414","21633","0.023","790330","0.853","45","0","739","0.005","615","0.001","3978","3894349","405661","668","0.63","856","0.35"
"2022-05-06","","927214","21636","0.023","791366","0.854","45","0","739","0.005","615","0.001","2847","3897196","405958","665","0.6","852","0.35"
"2022-05-07","","927762","21639","0.023","792988","0.855","45","0","739","0.005","615","0.001","1670","3898866","406132","663","0.62","852","0.34"
"2022-05-08","","927831","21643","0.023","793001","0.855","45","0","739","0.005","615","0.001","573","3899439","406192","662","0.62","852","0.33"
"2022-05-09","","928421","21645","0.023","794282","0.856","45","0","739","0.005","615","0.001","3557","3902996","406562","693","0.6","850","0.32"
"2022-05-10","","929090","21648","0.023","794785","0.855","45","0","739","0.005","615","0.001","3612","3906608","406938","669","0.63","852","0.31"
"2022-05-11","","929772","21653","0.023","795275","0.855","45","0","739","0.005","615","0.001","4014","3910622","407356","668","0.61","850","0.3"
"2022-05-12","","930411","21657","0.023","796178","0.856","45","0","739","0.005","615","0.001","3588","3914210","407730","667","0.61","850","0.31"
"2022-05-13","","930803","21660","0.023","796813","0.856","45","0","739","0.005","615","0.001","3147","3917357","408058","666","0.63","850","0.32"
"2022-05-14","","930999","21663","0.023","797167","0.856","45","0","739","0.005","615","0.001","466","3917823","408107","666","0.65","849","0.32"
"2022-05-15","","931106","21667","0.023","797174","0.856","45","0","739","0.005","615","0.001","626","3918449","408172","666","0.65","849","0.32"
"2022-05-16","","931418","21671","0.023","797559","0.856","45","0","739","0.005","615","0.001","4548","3922997","408646","670","0.66","849","0.33"
"2022-05-17","","931654","21673","0.023","798339","0.857","45","0","739","0.005","615","0.001","4030","3927027","409065","670","0.67","857","0.33"
"2022-05-18","","931769","21678","0.023","798698","0.857","45","0","739","0.006","615","0.001","4112","3931139","409494","670","0.69","857","0.33"
"2022-05-19","","931829","21682","0.023","798716","0.857","45","0","739","0.006","615","0.001","2407","3933456","409735","680","0.69","855","0.31"
"2022-05-20","","932358","21686","0.023","799403","0.857","45","0","739","0.006","615","0.001","3739","3937285","410134","680","0.7","820","0.33"
"2022-05-21","","932658","21690","0.023","801023","0.859","45","0","739","0.006","615","0.001","1511","3938796","410291","680","0.7","817","0.33"
"2022-05-22","","932819","21695","0.023","801023","0.859","45","0","739","0.006","615","0.001","1745","3940541","410473","679","0.7","815","0.34"
"2022-05-23","","933527","21697","0.023","801864","0.859","45","0","739","0.006","615","0.001","3395","3943936","410827","691","0.69","808","0.35"
"2022-05-24","","934383","21700","0.023","802515","0.859","45","0","739","0.006","615","0.001","3499","3947435","411191","691","0.69","808","0.35"
"2022-05-25","","934818","21703","0.023","803525","0.86","45","0","739","0.006","615","0.001","3257","3950692","411530","693","0.68","806","0.31"
"2022-05-26","","935669","21707","0.023","804266","0.86","45","0","739","0.006","615","0.001","4491","3955183","411998","686","0.7","806","0.31"
"2022-05-27","","936382","21713","0.023","804890","0.86","45","0","739","0.006","615","0.001","2223","3957406","412230","686","0.7","806","0.31"
"2022-05-28","","936672","21718","0.023","805328","0.86","45","0","739","0.006","615","0.001","630","3958036","412295","686","0.7","806","0.31"
"2022-05-29","","936810","21721","0.023","805995","0.86","45","0","739","0.006","615","0.001","317","3958353","412328","684","0.7","806","0.31"
"2022-05-30","","937265","21724","0.023","807271","0.861","45","0","739","0.006","615","0.001","3356","3961709","412678","684","0.69","806","0.3"
"2022-05-31","","938037","21727","0.023","807975","0.861","45","0","739","0.006","615","0.001","4760","3966469","413174","684","0.7","806","0.31"
"2022-06-01","","938830","21733","0.023","808400","0.861","45","0","739","0.006","615","0.001","3678","3970147","413557","671","0.7","808","0.33"
"2022-06-02","","939609","21738","0.023","809046","0.861","45","0","739","0.006","615","0.001","4266","3974413","414001","673","0.71","808","0.33"
"2022-06-03","","940560","21742","0.023","809564","0.861","45","0","739","0.006","615","0.001","4146","3978559","414433","673","0.71","807","0.33"
"2022-06-04","","941057","21746","0.023","810853","0.862","45","0","739","0.006","615","0.001","1563","3980122","414596","673","0.73","808","0.32"
"2022-06-05","","941524","21751","0.023","811776","0.862","45","0","739","0.006","615","0.001","1456","3981578","414748","673","0.73","808","0.32"
"2022-06-06","","942259","21752","0.023","812170","0.862","45","0","739","0.006","615","0.001","4634","3986212","415230","672","0.71","808","0.33"
"2022-06-07","","943194","21755","0.023","812490","0.861","45","0","739","0.006","615","0.001","3810","3990022","415627","673","0.72","808","0.32"
"2022-06-08","","944360","21761","0.023","813080","0.861","45","0","739","0.006","615","0.001","4641","3994663","416111","673","0.7","808","0.33"
"2022-06-09","","945403","21767","0.023","814129","0.861","45","0","739","0.006","615","0.001","6335","4000998","416771","673","0.72","808","0.34"
"2022-06-10","","946529","21771","0.023","815188","0.861","45","0","739","0.006","615","0.001","5922","4006920","417388","673","0.72","808","0.33"
"2022-06-11","","947414","21779","0.023","816236","0.862","45","0","739","0.006","615","0.001","3433","4010353","417745","673","0.75","808","0.35"
"2022-06-12","","947743","21784","0.023","817283","0.862","45","0","739","0.006","615","0.001","1136","4011489","417863","673","0.74","808","0.37"
"2022-06-13","","948668","21789","0.023","818104","0.862","45","0","739","0.006","615","0.001","6876","4018365","418580","665","0.72","818","0.37"
"2022-06-14","","950225","21793","0.023","818864","0.862","45","0","739","0.006","615","0.001","7192","4025557","419329","665","0.74","818","0.38"
"2022-06-15","","951653","21797","0.023","820388","0.862","45","0","739","0.006","615","0.001","10286","4035843","420400","665","0.74","818","0.39"
"2022-06-16","","953558","21803","0.023","821755","0.862","45","0","739","0.006","615","0.001","6794","4042637","421108","665","0.76","818","0.41"
"2022-06-17","","955208","21805","0.023","822458","0.861","45","0","739","0.006","615","0.001","9849","4052486","422134","665","0.77","818","0.41"
"2022-06-18","","955956","21809","0.023","824227","0.862","45","0","739","0.006","615","0.001","4708","4057194","422624","665","0.79","818","0.48"
"2022-06-19","","956278","21814","0.023","824233","0.862","45","0","739","0.006","615","0.001","3490","4060684","422988","665","0.79","818","0.46"
"2022-06-20","","958473","21820","0.023","825386","0.861","45","0","739","0.006","615","0.001","13508","4074192","424395","665","0.8","818","0.48"
"2022-06-21","","960890","21826","0.023","826484","0.86","45","0","739","0.005","615","0.001","15692","4089884","426030","665","0.81","818","0.52"
"2022-06-22","","963248","21832","0.023","827221","0.859","45","0","739","0.005","615","0.001","12893","4087085","425738","695","0.82","778","0.52"
"2022-06-23","","965296","21836","0.023","827674","0.857","45","0","739","0.005","615","0.001","3927","4079448","424942","695","0.84","778","0.55"
"2022-06-24","","966157","21841","0.023","828056","0.857","45","0","739","0.005","615","0.001","6512","4124487","429634","695","0.84","778","0.53"
"2022-06-25","","966702","21845","0.023","830097","0.859","45","0","739","0.005","615","0.001","4187","4128674","430070","695","0.83","778","0.56"
"2022-06-26","","967075","21849","0.023","830432","0.859","45","0","739","0.005","615","0.001","4016","4132690","430489","695","0.85","778","0.57"
"2022-06-27","","969363","21856","0.022","831262","0.858","45","0","739","0.005","615","0.001","20194","4151958","432496","690","0.85","762","0.6"
"2022-06-28","","972784","21861","0.022","832525","0.856","45","0","739","0.005","615","0.001","22552","4172360","434621","690","0.85","762","0.6"
"2022-06-29","","976385","21867","0.022","834059","0.854","45","0","739","0.005","615","0.001","16637","4188997","436354","700","0.85","762","0.59"
"2022-06-30","","979346","21870","0.022","835526","0.853","45","0","739","0.005","615","0.001","18284","4207281","438258","691","0.86","764","0.57"
"2022-07-01","","982322","21876","0.022","836534","0.852","45","0","739","0.005","615","0.001","21493","4228774","440497","691","0.84","756","0.6"
"2022-07-02","","983266","21880","0.022","838465","0.853","45","0","739","0.005","615","0.001","9125","4237899","441448","691","0.83","750","0.61"
"2022-07-03","","983846","21886","0.022","839033","0.853","45","0","739","0.005","615","0.001","2142","4230916","440720","689","0.84","750","0.61"
"2022-07-04","","986757","21892","0.022","840626","0.852","45","0","739","0.005","615","0.001","26079","4256995","443437","689","0.83","750","0.62"
"2022-07-05","","990423","21898","0.022","843045","0.851","45","0","739","0.005","615","0.001","18838","4275833","445399","709","0.82","750","0.65"
"2022-07-06","","993656","21903","0.022","845896","0.851","45","0","739","0.005","615","0.001","16088","4291921","447075","639","0.81","620","0.62"
"2022-07-07","","996471","21909","0.022","847518","0.851","45","0","739","0.005","615","0.001","26869","4318790","449874","659","0.79","620","0.61"
"2022-07-08","","999061","21915","0.022","848561","0.849","45","0","739","0.005","615","0.001","11628","4330418","451085","649","0.81","620","0.62"
"2022-07-09","","1000241","21921","0.022","849660","0.85","45","0","739","0.005","615","0.001","8393","4338811","451959","649","0.82","620","0.63"
"2022-07-10","","1000461","21926","0.022","849675","0.849","45","0","739","0.005","615","0.001","3216","4342027","452294","659","0.8","620","0.62"
"2022-07-11","","1002825","21933","0.022","851041","0.849","45","0","739","0.005","615","0.001","11351","4353378","453477","659","0.81","587","0.62"
"2022-07-12","","1005264","21940","0.022","852449","0.848","45","0","739","0.005","615","0.001","12573","4365951","454787","659","0.81","587","0.62"
"2022-07-13","","1007967","21946","0.022","855080","0.848","45","0","739","0.005","615","0.001","8700","4374651","455693","660","0.81","584","0.62"
